umkm_name,umkm_category,total_seller_gain,total_project_value,total_revenue
Rumah Jahe Merah,Mikro,0,64500,0
Barokah,Mikro,0,5170000,0
PTM MANDIRI,Mikro,99250,186000,-5329
Keripik buah Mamaichips,Mikro,0,61000,0
SM Food,Mikro,0,109500,0
Jepitnation,Mikro,0,86100,0
KREASI INFINITI NUSANTARA,Mikro,15706310,157925000,102362
Pikmandiri,Mikro,0,2500000,0
TRINITI KREASI PRATAMA,Mikro,0,88050000,0
Tiar Sukma,Mikro,3816160,39160000,24030
Koperasi Jasa Sarinah,Mikro,0,3818400,0
CV.MITRA SOLUSI MEDIA,Mikro,0,30000000,0
KREASI IMAJI KOMUNIKA,Mikro,0,4080000,0
Kaosgram.id,Mikro,14887500,15140000,98490
Makanan Ringan Mommy,Mikro,0,137500,0
Ardana Sukses Abadi,Mikro,0,267900,0
dapurmimiu,Mikro,0,2155000,0
Sumber Bahagia,Mikro,0,62944000,0
Warung SRC Amal,Mikro,0,172000,0
UMKM Mart,Mikro,0,68900,0
ESTHER TESYANTINI,Mikro,0,51500,0
Ala Mamicu,Mikro,0,120500,0
Aurum Kitchen,Mikro,1317669,7067700,-38039
Trisetara,Mikro,0,148500,0
Zonik Indonesia Utama,Mikro,0,77000,0
BESTARI JAYA,Mikro,0,31200000,0
Hibrkraft Kreasi Indonesia,Mikro,69989000,71600000,476295
CV. MEDIA LESTARI,Mikro,0,169830000,0
TASOKA ADI PRIMA,Mikro,0,15000000,0
talenandotcom,Mikro,0,88600000,0
RAPI RAGAH SAKUTA,Mikro,0,94000000,0
MISTAR MEDIA PARIWARA,Mikro,70432360,122755500,472089
"KJPP Yufrizal, Deny Kamal dan Rekan",Mikro,0,758574000,0
HASTA RAHADIAN ALAM,Mikro,0,81230000,0
Flo & co,Mikro,0,70400000,0
HERMAN SNACK,Mikro,0,72500,0
Gans baker,Mikro,0,96000,0
CV. Panca Bhakti Mandiri,Mikro,0,30821500,0
( BSM )BERSAHABAT SARANA MANDIRI,Mikro,0,15199500,0
DP SHOP,Mikro,496249,1774300,-7018
PT. ELANG MAHKOTA JAYA,Mikro,0,15397500,0
PT BINTANG RAYA KOMPUTAMA,Mikro,0,777000,0
Toko Cahya tech,Mikro,0,17610000,0
RUMAH TAJUNG ANTIQ,Mikro,0,905000,0
Jaya Putra Berkarya,Mikro,0,295600000,0
JUNAIDI,Mikro,0,101449250,0
SEWU SODOMAS SAKTI,Mikro,0,116554500,0
Your Gift and Merchandise,Mikro,0,79250000,0
TRI NIAGA INDONESIA,Mikro,0,49332000,0
PT Kentut Semar Pangupajiwa,Mikro,0,90961200,0
PT RAYA GLOBAL TEKNOLOGI,Mikro,0,23270000,0
MALCO,Mikro,716087,48520500,-89
CV. BERKAH SAHAT ANUGRAH,Mikro,47987325,467205000,318920
NISFI SABAR,Mikro,16404632,168365400,105423
PT CUCI BERSIH INDOCHEMIKA,Mikro,31760,252500,-1422
CAHAYA GEMILANG,Mikro,0,23773000,0
PT. GLOBAL WIRANIAGA SAMUDERA,Mikro,0,99720729,0
Toko Seindobay,Mikro,0,185500,0
CV. FAIZ PUTRA JAYA,Mikro,0,6432704,0
Toko Buku Anugrah,Mikro,0,27917000,0
Koperasi Jasa Marga Bhakti VII,Mikro,7441880,586591502,43421
MERCHANDISE SAFRUDIN,Mikro,0,21000,0
CV. SALUYU JAYA UTAMA,Mikro,0,1166825000,0
FROZEN CB 8,Mikro,0,121000,0
Ini tebu Kajarta ,Mikro,0,114000,0
Trihangga Rama Dewa,Mikro,0,616539300,0
MAJU JAYA,Mikro,0,269000,0
KARYA INTI INTEGRASI UTAMA,Mikro,5548080,16005000,35678
PT Risum Indo Lestari,Mikro,0,172000,0
Aneka,Mikro,0,44000,0
warung non stop ,Mikro,0,180000,0
Deyaz Snack,Mikro,0,38500,0
Cahaya Priznal,Mikro,0,56500,0
TEKNOGRAFI MULTI SOLUSI,Mikro,1111103,1119500,2567
ANEKA PRINT TEKNIK,Mikro,0,8190000,0
DR Service,Mikro,0,1155000,0
Joy Office Solutions,Mikro,71512,3222000,-1746
Arrizqy,Mikro,140497,155560,-2870
PT. PUTRA GUNAWAN MAKMUR,Mikro,0,1110000,0
AKR_STATIONERY,Mikro,0,752000,0
Bahtera Timur Sentosa,Mikro,0,10859000,0
Trigale,Mikro,0,23718800,0
Prima Care,Mikro,27641120,277252500,172817
Maudy Network Komunikasi,Mikro,0,334286101,0
KOPERASI JASA KARYA PERWIRA SEJAHTERA,Mikro,5153560,34862500,33025
PRIMA GRAHA PERSADA,Mikro,0,2900000,0
HARKAT INSAN MULIA,Mikro,0,111000000,0
Vikaxen Store,Mikro,0,50079185,0
CV. DWI KARYA PERKASA,Mikro,0,28332750,0
NOSTALGIA LINTAS GENERASI,Mikro,0,16750000,0
TRIMARS PERKASA ABADI,Mikro,0,129999998,0
PT mBrebes mili food ,Mikro,124062,134000,-120
PT. Chicken Food Indonesia,Mikro,59550,735000,-58
Leuit Baduy ,Mikro,0,50000,0
SOOKIE,Mikro,168725,178000,-2681
PT Wisesa Rakha Pratama,Mikro,54384900,362931408,371649
Hanjaya Karya Utama,Mikro,0,224606612,0
Duta Stationary and Catering,Mikro,2729380,22710500,16721
Mayen Catering,Mikro,0,122160000,0
Nabillah Kitchen,Mikro,29150680,173380000,188639
Baba Food Catering,Mikro,12603600,115048000,81603
Dapur Lintang,Mikro,44716530,45981000,287303
DGEULIS CATERING,Mikro,0,69618000,0
Warteg Jaya Bahari,Mikro,0,15500000,0
CV. PRABU ANDALAN,Mikro,0,1684310000,0
CV. PERDANA LANGGENG SEJAHTERA,Mikro,24437400,929804000,163604
CV GRESYDO MULYA,Mikro,0,611969000,0
CV CIPTA PRATAMA,Mikro,0,363015500,0
SMBR BEEYOND HONEY,Mikro,0,125000,0
Citaverse,Mikro,0,31445000,0
Afiq ATK,Mikro,0,4383100,0
elmaka stationery,Mikro,0,6300000,0
PT MAJA ANUGERAH JAYA,Mikro,0,243125,0
ADEEVA WIJAYA BERKAH,Mikro,0,26250000,0
SENTRANUSA PRIMA SINERGI,Mikro,18500200,18640000,122787
TOKO ZIFFA,Mikro,0,12010200,0
LAJU LANGGENG LANCAR,Mikro,0,8240000,0
PT.Gama solusi International,Mikro,0,35442300,0
GHEGHISA ENTERPRISE,Mikro,0,177675000,0
MAJU INFORMATIKA TERDEPAN,Mikro,50048000,51200000,337945
BANGUN PRIMA INDAH,Mikro,44861000,50172000,297895
TOKO BERKAH SUKSES MANDIRI,Mikro,0,965940700,0
GLOBAL MEDIA CENDEKIA,Mikro,0,13153500,0
GRIYA ABADI JAYA,Mikro,0,3750000,0
Astya Mandiri Sejahtera,Mikro,27067850,83204000,181093
Kee Corp,Mikro,0,103492250,0
By travel,Mikro,0,69954950,0
Cahaya Abadi Tour and Travel,Mikro,0,115072756,0
Frindo Multi Daya,Mikro,0,171932800,0
andy hariyanto,Mikro,0,427937578,0
PT. Triputra Utama Solusindo,Mikro,0,248633510,0
CV. Rihan Jaya,Mikro,0,39279500,0
SOLUDEA KARYA INDONESIA,Mikro,551250,576000,66
PT. Duta Vision Kabelindo,Mikro,253575,138593010,-100
Yudi Makmur,Mikro,0,15673600,0
CAHAYA FOTOCOPY,Mikro,63520,71000,-1208
PT TRIMITRA FORWARD INDONESIA,Mikro,528097,545690,1562
UNIQUE CREATIVE FLORIST,Mikro,0,2550000,0
Nissa Cake,Mikro,0,7761000,0
Beti Anggraini,Mikro,15805600,15925000,104664
Kelana Travelindo,Mikro,13438500,95825449,88745
GREEN DESAIN NUSANTARA,Mikro,72790900,329245000,486280
LINDA SEPTIANI,Mikro,41763800,195362605,279245
WIDYA MATADOR INOVASI,Mikro,0,20000000,0
CV ASHTREE FOOD INDONESIA,Mikro,0,6100000,0
MULTI TEKNIK ENG,Mikro,0,122696625,0
SEGORO INTAN PURAKA,Mikro,16014400,18185130,107721
PT SERA ADITAMA PERKASA,Mikro,0,128652160,0
Twenty One Galery,Mikro,0,53514000,0
SAPODIA CAHAYA BERSAMA,Mikro,49622500,97276225,332098
CAHAYA GEMILANG PURNAMA,Mikro,49392000,266338839,295770
CIPTA LENTERA EDUKASI,Mikro,0,230000000,0
EL PLUS PRODUCTION,Mikro,0,40350000,0
Dapur Zaza,Mikro,24539600,83625000,163404
Pawon Ona,Mikro,11910000,39375000,78465
POP OUT,Mikro,0,19212000,0
LANI JAYA ABADI,Mikro,0,50604000,0
JASA BERSAMA WIKA REKON,Mikro,0,239515288,0
KOPERASI JASA WASKITA BETON PRECAST,Mikro,22858100,537242365,136031
DAPUR ENDOLLITA,Mikro,0,25920000,0
FJRcatering,Mikro,0,2272466000,0
SRIWIJAYA DINAMIKA PERKASA,Mikro,0,320779812,0
PT. SENJA WISATA INDONESIA,Mikro,0,56928292,0
Bintang Print,Mikro,37040100,101220000,244751
Nanat Kitchen,Mikro,0,8766794,0
Cyber Computer,Mikro,0,85650000,0
Yayi Catering,Mikro,0,11060000,0
Koko Catering,Mikro,0,77315014,0
PASIFIK KIMIA INDONESIA,Mikro,0,81133785,0
SAHABAT MAJU SEJAHTERA,Mikro,0,71923782,0
Nigmagrid Indo Nesia,Mikro,0,57165000,0
Toko Rizkia 77,Mikro,26235300,89233720,175485
Rian Elektronik,Mikro,0,78000,0
CV. Prima Jaya Mandiri,Mikro,8103380,8858500,47426
CV. BHINNEKA GLOBAL PRATAMA,Mikro,0,13780000,0
Toko Delovero,Mikro,0,20250000,0
Karya Mandiri,Mikro,0,21750000,0
Gelobal Cipta Kreasindo,Mikro,0,99500000,0
Graha Brilliant Kreasindo,Mikro,0,86000000,0
ASTA TAMA INNARU,Mikro,0,153500000,0
Kopegnet,Mikro,0,176779488,0
Toko Jaya Mandiri,Mikro,5451800,72890900,35031
PT MEGAH BERKAT SEMESTA,Mikro,0,148858141,0
PARAMA CATERING,Mikro,0,25500000,0
Ny Dewi catering authentic indonesian cuisine,Mikro,0,50050000,0
Sari Travel,Mikro,0,335451213,0
PERSADA ARGO MANDIRI,Mikro,0,57500000,0
Azzalea catering,Mikro,0,35875000,0
cv. Pangan Aja Indonesia,Mikro,0,56310000,0
UD. SUMBER GIZI UTAMA,Mikro,0,182665400,0
KOPERASI KARYAWAN HARAPAN MULYA,Mikro,0,26085000,0
RISTOAN TRI LARAS,Mikro,0,116860065,0
Prihatin Catering,Mikro,5531010,14477800,26297
Ani Florist ,Mikro,0,2000000,0
AKUSARA ANAGATA INDONESIA,Mikro,0,33875000,0
Bestari Group,Mikro,0,6995000,0
AMAZINK KARYA INDONESIA,Mikro,0,9805801,0
KARUNIA BERKAH BERSAMA,Mikro,0,34410000,0
PT. LEZAT SUGIH RASA,Mikro,14445000,78725000,97005
PT. Brava Inti Mastaka,Mikro,30726580,31409500,205056
MYTRA KREASI ABDI,Mikro,0,222777000,0
Toko Suka Suka,Mikro,0,2000000,0
Sakura Stationary,Mikro,1648540,6870500,-1586
Cahaya Srikandi,Mikro,0,64405000,0
Paragon Komputer,Mikro,0,5150000,0
ORION NAVANO SYANDANA,Mikro,0,6338244,0
Mentari florist jakarta,Mikro,14589750,35050000,79591
CV Mandiri Harsa,Mikro,228274996,467299500,1530345
NARAYA KARYA NUSANTARA,Mikro,0,697303342,0
PT. SWAPRAJA SEMPURNA BERKARYA,Mikro,0,473641259,0
PT. Berksa Marine Indonesia,Mikro,0,1087787820,0
CV. INTI SUKSES CEMERLANG,Mikro,0,143374149,0
BROOCHEMS,Mikro,78012400,192532200,447592
PT Berkah Cipta Indo,Mikro,0,706226980,0
BIMA PASIFIC TEKNIK,Mikro,0,24638080,0
PT Karya Prima,Mikro,0,5587740,0
PUTRA PUTRI BERSAMA,Mikro,0,54983500,0
Koperasi Pekerja Car Terminal,Mikro,62059500,128715544,370829
Pedasmanis,Mikro,0,13975000,0
PT Kampung Dua Net,Mikro,0,4922000,0
Aulia global sukses,Mikro,0,242000,0
SAUNG UYUT,Mikro,0,97625000,0
ONO PAWON,Mikro,33918720,67225000,222122
Percetakan Ruby Intan Jaya,Mikro,1588000,24100000,8500
ANUGERAH ABADI,Mikro,0,27500000,0
AMARTA SELARAS,Mikro,0,14700000,0
Dapur Mbak Kaji,Mikro,0,61600000,0
ALTAS GRUP INDONESIA,Mikro,14887500,15000000,95765
QAY VISIONER PERSADA,Mikro,0,1102073212,0
INSAN TALENTA BERKARYA,Mikro,0,106560000,0
Khairul Anwar,Mikro,20422500,21000000,138540
Epic Pro Cinematic,Mikro,21574900,22185000,146450
Slumville Creative,Mikro,13965100,21485000,94218
Plakat Gemilang Jaya Adv,Mikro,0,11000000,0
CV CS MANDIRI,Mikro,0,47390340,0
CARISA TEKNIK INDONESIA,Mikro,38212200,99436750,233992
JP Konveksi,Mikro,0,191800000,0
PT. MEGAH ATTALIA PERKASA,Mikro,0,45865200,0
CV MBQ CONSULTING,Mikro,0,49999950,0
DWI PUTRA LOGISTIC,Mikro,0,58617500,0
PT. BOLT DESAIN KREASINDO,Mikro,0,28582500,0
PT Britec Tangguh Indonesia,Mikro,450650800,462099105,2770663
Raja Alat Safety,Mikro,0,496000,0
PRIMKOPKARMAR,Mikro,32159700,56050000,215247
PT ANDIKA WIDYA PRATAMA,Mikro,0,1546770301,0
MENARA,Mikro,785067,10691500,3645
CV. LINTANG ADHIAKSA,Mikro,12474100,18473997,83001
AFam Snack,Mikro,0,1622000,0
Luber Rizki,Mikro,198500,817600,-3026
Tradcake,Mikro,104212,754000,-1479
Omadhe,Mikro,0,59000,0
Muda Berkarya,Mikro,0,486300,0
Amira Bakery,Mikro,573890,2989000,-24684
ABYAN SHOP,Mikro,0,252300,0
Wurisma,Mikro,0,63000,0
RESA NURJANAH,Mikro,0,79000,0
KOPERASI KARYAWAN SEJAHTERA TASPEN PWT,Mikro,2976750,41014500,14207
Bintang Satria,Mikro,29876200,157333000,198750
ADITAMA,Mikro,0,4336326,0
Toko Sumber Rejeki,Mikro,0,97700000,0
BENING PERKASA,Mikro,0,175409000,0
CATERING NIKMAT RASA,Mikro,0,70290000,0
Qumay Stationary,Mikro,0,9983000,0
Dintech,Mikro,0,15530000,0
Arsyila Colection,Mikro,6683410,48970500,40417
J&A Comp,Mikro,4957537,6892000,21894
KOPERASI JASA SSBK,Mikro,48840640,410287799,285891
Toko Karavana,Mikro,0,1669910500,0
CV. Karavana Maju,Mikro,454676300,520024000,3083567
CRISMA,Mikro,196505296,445399527,1117017
RENTAL MOBIL MUTIARA DUA,Mikro,26886820,227060000,174284
AYU FITRIA PUTRI SEKAR ARUM,Mikro,5458750,27500000,35077
CV. EL SHADDAI MANDIRI,Mikro,0,1696121514,0
CV TEKNO SARANA DATA,Mikro,0,52947000,0
CV TRIJAYA SUNDARI,Mikro,47688600,53102400,316062
"Yudha Tama, CV",Mikro,22732700,425192160,153598
TRI REJEKI,Mikro,0,154107955,0
BINANGKIT,Mikro,203685592,230857800,1036985
AGUNG GUMELAR,Mikro,75120900,140018730,509703
CV ELANG PUTRA PERKASA,Mikro,46920000,48000000,318765
PT TRI REJEKI SEJAHTERA,Mikro,11104400,36612240,73648
KARUNIA UTAMA,Mikro,0,38994300,0
DYFA MUNJUL JAYA,Mikro,0,372063952,0
Cv loka jaya,Mikro,0,21090000,0
MUGI JAYA,Mikro,375496992,427488750,1712171
PUTRA MANGGALA,Mikro,0,73038000,0
CV. RESSA MANDIRI SEJAHTERA,Mikro,0,105600000,0
SARI BERKAH,Mikro,0,1370628000,0
Anugerah Stationary,Mikro,7592620,70800000,47793
PT. ATMOSFER JAYA ABADI,Mikro,56536800,786174360,378599
PT ARSE PAHAE JULU,Mikro,0,570729088,0
MAHARASYA,Mikro,0,68750000,0
Berkah Bersama Mandiri,Mikro,9278875,36319000,4361
Koperasi Karyawan Sandai,Mikro,0,38759930,0
Primkopkar Perhutani KPH Kuningan,Mikro,169717,2085000,-2674
cv.abadi tunggal perkasa,Mikro,0,101203650,0
Toko Azmi,Mikro,140935,922000,-7229
Fiaandra Store,Mikro,0,2945000,0
KOPEGTEL LUMAJANG,Mikro,6615000,59590350,35690
RINDU Snack & Catering,Mikro,10557000,12779000,68275
Point Plus Stationery,Mikro,0,792000,0
CV. LUCKY INFINITE INNOVATION,Mikro,8136450,44331260,47081
PT BINA CAHAYA LABEL,Mikro,30302400,34520000,198749
Koperasi Jasa Karyawan PPCI,Mikro,33337400,249143052,148425
warung kamu,Mikro,12641973,59559400,69761
Toko Santo,Mikro,2382000,12959500,12205
SINAR MULYA JAYA,Mikro,54018740,185875900,356760
Putra jaya,Mikro,0,95362000,0
Surya Berkah Tehnik,Mikro,0,67602900,0
Putra Dewata,Mikro,10465400,110841825,68204
CV Berkat Adidjaja Internusa ,Mikro,229454551,542922643,1522093
MUSTAKDIR UTAMA,Mikro,84466704,473517634,566441
KOPERASI KARYAWAN ANGKASA PURA BANDARA JUANDA,Mikro,0,50750000,0
PELITA LINTAS BENUA,Mikro,0,15660000,0
PRATIWI CITRA NUSANTARA,Mikro,0,80808000,0
TATA SINAR GEMILANG,Mikro,0,4329000,0
PT. SATU LANGKAH INTEGRASI,Mikro,0,32200000,0
JAPANAN MOTOR,Mikro,0,6365000,0
PUSAKA NIAGA INDONESIA,Mikro,0,161838000,0
SATYA KENCANA JAYA,Mikro,0,150458280,0
UD. Dwi Karya Jaya,Mikro,211140900,731073750,1416193
DINAR TECH SHARE-E,Mikro,0,91992974,0
Dries Custom,Mikro,0,22175000,0
CITRA AGUNG,Mikro,1499670,49196009,8451
ONE IT SOLUTION,Mikro,0,7475000,0
cms jaya cctv,Mikro,0,149036000,0
RADJA MEUBEL,Mikro,31859200,74450000,212632
Kreatif Stori,Mikro,0,30430000,0
PT. Sukses Berkat Susanto,Mikro,5210620,5250000,33408
Adem ,Mikro,0,1377000,0
GADING TIRTA DEWATA,Mikro,15944350,43255590,85089
CV ASTRO,Mikro,0,168087163,0
DEWATA SOLUSINDO,Mikro,0,298159500,0
GLOBAL NETWORK METADATA,Mikro,0,135533775,0
BRILIAN TEKNOLOGI INTERNASIONAL,Mikro,210360992,238668870,954645
Berkah Tadaharto Maxima,Mikro,0,24975000,0
Ayo Printing,Mikro,0,12101500,0
KOPERASI KARYAWAN PELINDO III (PERSERO) BENOA,Mikro,0,228520560,0
Toko Hanif Barokah,Mikro,0,295000,0
Koperasi Karyawan JEBETE,Mikro,0,179213550,0
CHANES ADVERTISING,Mikro,193089792,774835500,1322052
CV. SASMITA,Mikro,6386740,27303000,39139
PT. Langgam Tujuh Enam,Mikro,0,96030140,0
CAHAYA ANUGRAH SEMESTA,Mikro,252168800,889337550,1302827
TOKO ASWAN,Mikro,44374255,368213194,205557
Mr Akrilik,Mikro,0,4575000,0
NPC Store,Mikro,0,19949900,0
CV Brother Tech Indonesia,Mikro,0,64135000,0
Abu Itsar Store,Mikro,0,2866000,0
SEPULUH,Mikro,0,154899999,0
CV BARANA UTAMA,Mikro,0,27677850,0
Catering Suparti,Mikro,7190660,85905000,46725
AEINS KATARA UMMAJU,Mikro,0,249600000,0
CV. AKHYAR TEHNIK,Mikro,27231800,186008250,162692
PT. PUTRA LEBAK BANTEN,Mikro,0,28976550,0
Eko Juhan,Mikro,0,66600000,0
Citra Fotocopy,Mikro,0,2701429,0
Agen Galon Le Minarale Ade Mayora,Mikro,6649760,72132000,40362
AGEN LE MINERALE by MAYORA ,Mikro,11140804,43910000,61847
RASKY UTAMA SERVICE,Mikro,48138800,110445000,328777
FIBER OPTIC MAKASSAR,Mikro,75033000,120268500,502995
CV NURAZ SHARIQ,Mikro,169864992,240565102,757516
CV F TIGA TERAKOTA,Mikro,35395380,35662794,224968
CV JAYA ANUGRAH PRIMA,Mikro,0,75258000,0
TEAM KECIL ADV,Mikro,0,61453584,0
CV. DUASEMBILAN,Mikro,0,45355710,0
CV SINAR BARU,Mikro,0,44760750,0
Toko Kartika,Mikro,0,55000000,0
Toko Berkah Rizki,Mikro,0,58200000,0
Toko lestari makmur,Mikro,0,64625000,0
ACINDO PERKASA,Mikro,57142950,390798255,341226
MKMP (Mega Karya Mitra Persada),Mikro,0,25174800,0
TANAH PUTIH,Mikro,0,15401250,0
Koperasi Persada Empat,Mikro,0,36630000,0
MITRA TEKNIK,Mikro,0,5139300,0
CV.SURYA CIPTA INTI PRATAMA,Mikro,0,257520000,0
Aurel,Mikro,8189106,9860300,-6589
SALAD CIKLIS SEMARANG,Mikro,1447856,7051400,-23929
Ceriping Sehati,Mikro,61535,359000,-3402
MikySD,Mikro,201477,1315000,-8456
JAMSHID DJAYA,Mikro,309152,2235100,-4892
Koperasi Primkoppel Tanjung Emas Semarang,Mikro,0,12565200,0
Sembako Murah,Mikro,0,900000,0
Rumah BUMN Tegal,Mikro,59550,66000,-1780
PRASETYA ABADI PERKASA,Mikro,10325720,10403750,61815
HB Mart,Mikro,51625,221000,-1847
Khalif Olshop,Mikro,226289,1137000,-7200
Sri Rejeki,Mikro,0,1620000,0
microtronik,Mikro,0,37889000,0
IDENTIX PRATAMA INDONESIA,Mikro,0,57000,0
Azam Barokah,Mikro,188575,855000,-2547
In Food&Snack,Mikro,69475,345500,-1713
CV. Ziva Mandiri,Mikro,7129870,53112092,39352
Multi Kreatif Makmur,Mikro,0,750000,0
MITRA JAYA COMPUTER,Mikro,62735000,213261525,378189
MEKAR KREASINDO,Mikro,0,21367500,0
Berkah Jaya Abadi I,Mikro,60661595,136150000,358918
SUKSES MAKMUR BERSAMA,Mikro,0,2749999,0
APOLLO AC,Mikro,36644090,231630669,223288
Podo Moro,Mikro,0,3039600,0
PEGAWAI NEGERI KOSERU BNI 1946,Mikro,0,23677200,0
KOPKAR MELATI YAKES TELKOM,Mikro,0,2506000,0
SANGGYA SADARA SEJAHTERA,Mikro,0,56204988,0
KOP. PURNA KARYAWAN PERTAMINA (HIMPANA),Mikro,96277500,264180000,657555
KOPERASI KARYAWAN SMART MEDIA PT.TELKOM REGIONAL V,Mikro,77588800,892999995,507668
Toko Sembako Anzali,Mikro,0,32190400,0
Yukatering,Mikro,0,111421000,0
RProduction,Mikro,0,178000,0
Barata Makmur,Mikro,18963500,120253000,125680
CV.Fath Jaya Sentosa,Mikro,0,67639182,0
GUNA GUNA SNACK,Mikro,0,304500,0
GENERAL COMPUTER,Mikro,3785400,15304000,23278
Universitas Nahdlatul Ulama Surabaya,Mikro,0,4135500,0
DAYU UTAMA,Mikro,36656200,41625000,248132
Turjawali,Mikro,0,104965500,0
Cv.Citra Utama Mandiri,Mikro,8360810,797558309,48440
UD Maulana Alghifari,Mikro,124062,77300000,-1346
CV. SYIFA JAYA,Mikro,12105450,28971888,68931
Olivia store,Mikro,0,29070000,0
Vibio Collection,Mikro,0,900000,0
PT. Sinergi Bicara Indonesia,Mikro,0,29591836,0
ADITAMAJAYA,Mikro,13071700,206341000,85733
Dimas Satriyo,Mikro,7781200,55040000,50697
ricky dwi,Mikro,595500,4800000,2370
CV. RIZKI DARMADI,Mikro,0,49209630,0
UD IDE JAYA,Mikro,0,96000000,0
CV FIDA,Mikro,0,96300000,0
ENDANG SUSILO WATI,Mikro,0,163000,0
Oppi Wibisono,Mikro,0,170000,0
Korem,Mikro,117114,893000,-3572
Kana Telor,Mikro,19115600,94761726,126925
Ikanindo sejahtera,Mikro,3895560,84530450,24564
CV Bintang Anugerah Alam,Mikro,61310200,279709738,410703
Double D Supplier,Mikro,1240620,7150000,6708
Berkah Abadi,Mikro,0,15313000,0
EVIE CHRISTI ASTUTIE,Mikro,0,75000,0
Toko Arie,Mikro,0,76000,0
DEDE SATOE,Mikro,85851,92500,-1603
sumber rejeki,Mikro,0,80600,0
Kafe Ngemil,Mikro,0,93000,0
Pasae Snack,Mikro,0,88300,0
CV. Multi Karya Gumelar,Mikro,5508380,50858600,33231
Ryndra company,Mikro,50370099,242821500,297899
SML cv,Mikro,0,7298050,0
WJY Media Grafika,Mikro,15681500,53035000,90205
GLOBAL TECHNOLOGY INDONESIA,Mikro,0,1675831081,0
CV. MURAH HATI,Mikro,0,1919829324,0
CAKRA DIRGA MITRA ABADI,Mikro,0,80311830,0
Waroeng Mak ndut,Mikro,0,50200,0
CV MITRA ABADI,Mikro,80482,725930,-1693
Cubrown Jaya,Mikro,59550,172500,-3960
Joyo food,Mikro,0,88000,0
Kerupuk Tayamum,Mikro,0,629000,0
Kacbawjaya,Mikro,0,120000,0
VIRATEC,Mikro,0,65633485,0
Qariera Eat&Drink,Mikro,116196,141000,-3597
INDISCHE 1931 Coffee & Roasters,Mikro,0,82000,0
PLANET INK PRINT,Mikro,903175,917000,2259
SISWANTO,Mikro,5706880,53437500,35112
CV. DWI CARGO,Mikro,0,3550000,0
CV. SARANA TEKNIK,Mikro,0,91908000,0
UD. Putra Kadiri,Mikro,0,17689220,0
Hashaqi cake n cookies,Mikro,0,26500,0
PELANGI,Mikro,0,26500,0
RINA BAKERY DAN CATERING,Mikro,0,26500,0
CIPTA ANUGERAH SOLUSINDO,Mikro,0,1211664900,0
INSERTCOINT,Mikro,866094,1702538,3477
CV MEDIA ELEKTRONIKA ANDALAN,Mikro,48697000,64940000,325329
METROTECH GLOBAL INDONESIA,Mikro,0,9435000,0
PUSPA GUNA ARTA KARYA,Mikro,4961250,242142333,27857
BAYU PUTRA SATRIA,Mikro,0,60155617,0
ANDIKA MANDIRI SEJAHTERA,Mikro,0,17371500,0
Peron Utama,Mikro,0,39400000,0
Kertas dan ATK,Mikro,0,424500,0
CV Bintang Jaya,Mikro,1171650,1180500,-1127
Cuci Sepatu Pedro,Mikro,0,75000,0
MAKMUR BERSAUDARA SAFETY,Mikro,0,107276051,0
Zaleni Tailor,Mikro,0,9920000,0
CV YUDHA KARSA,Mikro,0,11843700,0
SAMAN JAYA,Mikro,0,8100000,0
KOPERASI PEGAWAI PELINDO I KUALA TANJUNG,Mikro,0,32486448,0
MITRA HANUM TJAHAYADI,Mikro,0,12396000,0
BAHTERA SEJAHTERA BERJAYA,Mikro,0,13434500,0
UD.Ariqoh,Mikro,120552710,636172500,811388
Dapuraja Cafe,Mikro,3220660,13070000,17300
CV. KARYA BERSAMA,Mikro,0,61272000,0
PT. SUMATERA DIGITAL KREATIF,Mikro,0,178950000,0
INK_COMP,Mikro,9915080,26765000,64503
GLOBAL INTEGRASI TELEMATIKA,Mikro,6576410,6621150,37636
PT Digital Optima Antanusa,Mikro,0,25040212,0
PT HAFSHAH BUMI BAROKAH,Mikro,0,79600000,0
OK COMPUTER,Mikro,0,9250000,0
Akasia Jaya,Mikro,71259800,357750000,484427
CV PELITA JAYA RAYA,Mikro,0,63600000,0
kopkar Bangkalan,Mikro,248125,250000,-1602
SRIWIJAYA SAFTINDO,Mikro,8126060,8587492,48472
Koperasi Karyawan Sumber Makmur,Mikro,0,14959950,0
ERVIN COMPUTER,Mikro,0,18432000,0
Mansah Digital,Mikro,0,12129000,0
BORNEO FARIZ JAYA,Mikro,10331200,293453535,66733
Sucofindo Mandiri Sejahtera,Mikro,0,6105000,0
Ud kelapa budaya,Mikro,129025,258000,-2948
Lancar Jaya,Mikro,14471210,166459500,88944
BedoloerPrinting,Mikro,9994077,239544478,60673
GAVANTI,Mikro,0,21312000,0
PRIMKOKAR PERHUTANI KEDU SELATAN,Mikro,8980090,19977447,42923
NDARU SNACK,Mikro,0,65000,0
JENNA JAYA MANDIRI,Mikro,0,109288250,0
BOSTEL INDO SUKSES,Mikro,502740,8360520,1408
TOP SABUN INDO,Mikro,109175,164000,-901
SUMBER BERKAH AUTORENT,Mikro,0,22857140,0
Koperasi Karyawan Ruwa Jurai KU Kandir PTPN VII,Mikro,205601630,609827448,1231717
CV KARYA BERSAMA TEKNIK GORONTALO,Mikro,0,29329000,0
SAHABAT SUKSES PART,Mikro,0,26412450,0
CV Engineer Bersama Solusi,Mikro,0,42585150,0
